review_id,user_name,text,rating,review_date,appVersion
5798bf7a-5c57-4a7d-bd6b-b215caae045d,Krysia,Pleasant and curteous driver. The addresses were hard to see but he Emir was very helpful.,5.0,10-08-2023 16:53,4.486.10002
21743ae8-c05a-4045-9ef1-6635f45ff15d,Arsh Khan,this app is westing our time. nothing,1.0,10-08-2023 16:52,4.486.10002
e5871230-69c4-4d15-91b9-94e8bc3c7c45,Dinesh K,Nice work,5.0,10-08-2023 16:51,4.485.10000
f4acb0a7-8792-461c-8ee6-37d6e8fd0c18,Briana Wilson,"Very flexible and accommodating to my preferences, style, and comfort of ride.",5.0,10-08-2023 16:47,4.485.10000
0939a667-2a2e-4aff-8541-415ea779e089,anil kondeti,Superb service,5.0,10-08-2023 16:45,4.486.10002
992440a3-92d0-4083-b692-1a618ea4b281,Paul Manning,The best,5.0,10-08-2023 16:43,4.467.10004
f2241550-d7d5-4a6f-bb1c-1cec2fe06501,Bharathakavi ashok kumar Rambantu,Late Process,2.0,10-08-2023 16:42,4.486.10002
56c8ef06-097e-42a4-b4a3-700db95c2df4,Franklin Richards,Easy,5.0,10-08-2023 16:42,4.483.10000
d29522d0-0806-4407-91cb-ee1e67c19c98,Robert “Blue” Contreras,Never had any issues with the app.,5.0,10-08-2023 16:36,4.485.10000
ab216a07-6c18-4a42-be14-e162c47a8e9d,Leonard Maxey,Very convenient and easy!,5.0,10-08-2023 16:36,4.486.10002
de496658-2851-40ca-aa56-a3e0e3038cd9,sachin mirkute,Excellent,5.0,10-08-2023 16:35,4.485.10000
b2843e8a-ea72-440a-a2fb-8b4df38b18cd,Dhansukh Panchal,Arrived on time. Very courteous. And dropped us promptly,5.0,10-08-2023 16:30,4.485.10000
6b886313-c758-46d8-8d26-87b6a03df4a0,damaris itegi,Polite and informative,5.0,10-08-2023 16:28,4.483.10000
19ffc2c4-1d25-41ec-ab89-e11a37b1d1a8,Priyanka Rathod,Super budjet friendly,5.0,10-08-2023 16:26,
69b29436-4e9b-47ee-ae5e-5f1a716a4fd3,Cornelius Ogundele,Grest,5.0,10-08-2023 16:26,4.467.10003
a8cb9263-2510-4061-bb6a-758de836e285,King Roberson,Good but ... drivers need better support and compensation for what they gotta deal with.,4.0,10-08-2023 16:22,4.485.10000
e8d14ca4-e515-4d16-9ddc-66fb3fb2d35e,Bryan Schmidt,The app works fine. Just wish it had the ability to talk to a person to get answers to questions.,4.0,10-08-2023 16:16,
d6c3142a-862f-41e5-bcba-13d888b76123,Cindy Resendez,"Hard to navigate, for example trying to plan a ride for a pick in advance to the airport at 6;45",2.0,10-08-2023 16:11,4.486.10002
2ff01983-5fbb-4b46-9816-360c0d095979,Heather Borshof,"Jairo arrived very quickly, was friendly and courteous and brought me to my destination quickly. Very satisfied.",5.0,10-08-2023 16:11,4.476.10002
c536d8c3-2b05-4177-a5ca-b7f0b4cc89a5,GOURAB PAL,This app is very bad my Ran away with money from me uber man He ran away with the money saying he was coming to buy oil🥺,1.0,10-08-2023 16:03,
edb9618b-5879-4a97-bb55-b7b8bd04b812,Mohamed Ali,ارجو تعديل اشعار قبول الرحلات انا بقبل رحلات كتير بدون قصد بسب ان الاشعار بيملا الشاشة واي ضغط علي الشاشة يتم قبول المشوار,4.0,10-08-2023 16:02,4.486.10002
0a1b3500-4339-469c-8b64-ed3b081bc512,Daniel Vega,Cordious and accurate driving.,5.0,10-08-2023 16:01,4.485.10000
80df450d-21cf-454d-9bd5-5f25cf782e29,Ryan Wolfe,It was Great. Very nice Driver,5.0,10-08-2023 16:01,4.485.10000
855a04dc-95b0-4ec6-991d-5b1cc123eced,Ayush Negi,Uber boat jo london me shuru kia hai vo gurugram me bhi kr do kyuki uber auto to ride accept vaise hi nai krte ......,1.0,10-08-2023 15:53,4.485.10000
c60c487b-a065-4b4c-a386-2c34d98151bc,Cristy LoBer,Good service,5.0,10-08-2023 15:52,
2b900780-5bd8-4b0e-8ea5-a325493de9e9,charmi vora,"What stupid app you have made. At time of payment for credit card, it doesn't wait for otp. How can it automatically start processing. What kind of IT guy you have?? I am so pissed of from past week. Please correct this on urgent basis",1.0,10-08-2023 15:51,4.486.10002
a077776a-3fdf-414a-99f7-6cc441c7754d,david clark,"Miss Cindy was our very first Uber ride and she was amazing I absolutely loved her and the ride. The taxi people tried so hard to take us from the airport and we definitely made the right choice, she gave us tips and recommendations, she was simpy amazing anyone looking for a great driver. Request miss Cindy",5.0,10-08-2023 15:50,4.485.10000
e02156ee-84f5-48a2-ab71-f848ba069f4c,Angella Bargas,"He was very nice and very respectful. Even spoke to us when we got in. Absolutely, a gentleman even had shade screen on the window",5.0,10-08-2023 15:50,4.483.10000
32d54a35-8c54-44a3-aaf4-c52dd8d3fb74,Yolanda P,"Awesome employee, Nathaniel! You rock!",5.0,10-08-2023 15:48,4.483.10000
c332dc24-724b-4105-b305-cdf1e4f18f78,Paul Hutton,Brilliant hot outside lovely and cool in cab spot on,5.0,10-08-2023 15:46,4.485.10000
027d72de-2383-4cab-8157-0343cf548b7c,john featherston,ROSA very pleasant and professional *****,5.0,10-08-2023 15:44,4.484.10000
35692446-736e-46ae-bdf5-1554fe6706bd,ramesh kadia,Good experience,5.0,10-08-2023 15:43,4.486.10002
2f0126e4-15c5-49a5-befc-0f23cc1b6ca9,Mai Khaled,Good man,5.0,10-08-2023 15:42,4.485.10000
05b75417-bf92-459c-97dd-a0b2c9ffa4a1,Reena Chauhan,👍,5.0,10-08-2023 15:41,
ccdd43bc-5f85-4f9d-b731-9e89b9991974,Dipankar Gupta,"For coming to "" Mohana Apartment,177F,Dakshin Para Road, Kadamtala,Kolkata -700063 "" please, write "" road beside CESC Thakurpukur distribution station, kadamtala .",5.0,10-08-2023 15:40,4.485.10000
20704767-086e-48ff-ab1b-500f3bb070e2,Trishant Singh,👌,5.0,10-08-2023 15:39,4.485.10000
30aa085b-25e4-459b-82d9-5a81f9eed61e,sajjad hajian,"It has happened multiple times that the driver cancelled really late and the next driver was too far, so I arrived late.",1.0,10-08-2023 15:33,4.478.10004
6db5298b-2d04-4c8f-b0d7-6666078fd6c6,Sundar Govindaswamy,"Good exact judegement of time of reaching destination, helps managing our time",5.0,10-08-2023 15:31,
915d9fbd-961c-4dec-b10a-cc598d98cd65,Srilalitha ChaiTanya,"We booked Uber primeire for airport drop.What we got was a uber go ..the car was bad, no proper airconditioning, the driver was rude. Set aside remaining factors, why does Uber allocate a small car when it shows premiere , SUV kind of car in picture.Falling short of time, we had to go with what was sent.Also, the drive was hectic.I do not recommend uber for long distance drop.",1.0,10-08-2023 15:31,4.485.10000
ed6fe3ae-c708-4787-bbf7-01216ac4a8d4,sopna gayu,Drivers are asking more money than the amount showing... had a bitter experience,1.0,10-08-2023 15:31,4.486.10002
34f62a80-a4a4-46e0-bf0d-ac7c022fcebe,Roni Sheikh,Best app,5.0,10-08-2023 15:30,4.486.10002
4ab90844-622e-410b-bed5-903b36e6b947,Shri Khatu Motors,"Unnecessarily takes very long route to make extra money.. I had a screenshot of route followed by driver, but there is no option to put image, for a route of around 1.5km he took around 8-10km drive and also delayed the reach time a lot just to make extra money. This was second booking in my family, for both same thing done. 😡😡😡",1.0,10-08-2023 15:30,
1dd31871-f07a-4ff6-bfe1-e4b31ecf81c9,Sandip Waychal,Nice,5.0,10-08-2023 15:28,4.483.10000
9a07d6d8-1bf7-462a-b5e0-1bf9cf6618da,Noluthando Mlangeni,I'm happy with the app so far,4.0,10-08-2023 15:28,4.485.10000
40a59544-d7ee-4b67-879f-456c3c67a02a,Praduman Singh,Its charges too much these days..not good,3.0,10-08-2023 15:27,4.486.10002
b00fb9a0-11e4-4026-a0d1-2b9cbbc69c5f,Mohammad asif,Mast,5.0,10-08-2023 15:24,4.485.10000
a1224d13-6285-4662-8156-f4f30e09b478,I could go for some,One of the best,5.0,10-08-2023 15:21,
99a31270-6931-4303-8c43-2111622bc30f,Rocío Guzmán,I wish the app showed when a driver is dropping off someone else before my trip. It only shows in the notification but since the app keeps a notification on always I didn't check it and almost missed my flight. The driver didn't give me a heads up either so and by the time I noticed the driver passed by me it was too late to request a new driver.,3.0,10-08-2023 15:21,4.485.10000
bb0142e3-da47-4e0b-9309-79678bb1ad46,premier Joseph,Good App,5.0,10-08-2023 15:20,4.486.10002
250e459f-d1c5-42f7-9201-74478be3e10c,sai yeswanth,i dont like to review i have paid 271 for 5 km And no customers support as well i dont know how this guys are dealing Worst experience in my life is go through uber less than 1 🌟 is good if i have chance to delete this application i will make sure to do that,1.0,10-08-2023 15:17,4.485.10000
893625a0-0e13-4e12-9989-635283ffd819,Valerie Hicks,"I would give uber 5 stars. The reason why I am only giving them 4 stars instead of 5 stars is because I don't like that are now charging you double or triple the price the original price of your uber trip, when you used to be able schedule in advance for an uber trip without being charged extra. But since they decided to make this change with uber they are lucky to even get 4 stars,cuz my wife n I have had a couple issues with a few drivers n nothing was done about it when we made a complaint.",4.0,10-08-2023 15:17,4.480.10003
4e8c7a6f-1686-4b77-a47b-77411340a2a9,Carmen Campbell,Thankful for great drivers,5.0,10-08-2023 15:17,4.484.10000
8d130553-e472-4054-b81c-b837cb0ac7ef,Abhisek Sardar,Good,5.0,10-08-2023 15:08,4.485.10000
0b04fdda-a001-4a4a-95c9-1e4ba678ee6c,Prashant Dixit,Great,5.0,10-08-2023 15:08,
fc429a12-9c58-423c-b889-54a375411cb5,Loretta Brown,Always very courteous and professional,5.0,10-08-2023 15:08,4.485.10000
68e7b746-aca9-497b-b429-394021eb7abd,Angela Rivera,"I asked for pick up. I confirmed he was there in 6 minutes, boy, that Uber was easy-to-use .",5.0,10-08-2023 15:06,4.475.10000
570b0a28-474a-4b4c-a0b3-0267a6a90530,Benki Veeresh,Good wanderfull driving and timings,5.0,10-08-2023 15:03,4.486.10002
97d0b706-426f-4cd9-9c95-72b517866c08,Arnav song show,Good experience,5.0,10-08-2023 15:00,
85cbb2b9-b012-4632-ba27-1b45fcfd881c,Haneef hVk,Good,5.0,10-08-2023 14:57,4.485.10000
6185b0fd-e712-4f08-9628-bb534794f10b,Johan Agurén,"I've used Uber since it launched in Sweden, almost 9 years ago. My rating is 4.82 and up until recently I've been a happy customer. However, as of late I've been quite dissatisfied: drivers near and far reject my ride when they see I'm going out of the city centre. I always tip the highest preset amount when I get a ride and would be happy to pay more in advance if I could just get a ride. So I'm usually forced to go by Bolt these days as they never turn me down.",2.0,10-08-2023 14:51,4.485.10000
c136294c-6eb9-4a0e-b31a-eee3ffcf5bda,Aditya Charanpahari,Super👍,5.0,10-08-2023 14:49,4.486.10002
ede81173-da77-4085-92f7-121de21a8485,Embalapak Publicidade,LOTS OF BUGS!!!,1.0,10-08-2023 14:49,4.486.10002
3188e30b-cce3-42ea-9e0b-81b7e8a0cc88,Sanjay Ms,Uber is cheating customers very high charges,1.0,10-08-2023 14:48,
2e05142d-976c-43fe-9a6b-5b54ddcc27d7,monica maota,The best car service ever👍🏽,5.0,10-08-2023 14:45,4.485.10000
dbd573b7-0559-4957-ab90-ed65dcfb30d1,A Google user,Muy agradable. Me sentí segura en todo momento.,5.0,10-08-2023 14:44,
ec7be525-9007-4e46-a84a-1634b1a19c69,Manmohan singh arora Arora,Good,5.0,10-08-2023 14:42,
3719ddae-4e99-4251-a408-cf9e5ca938d1,Sandra Christmas 2020- covid-19 Mazotta,👍,5.0,10-08-2023 14:40,4.485.10000
c6cb0e87-c104-418c-8b96-060f005938a2,Daniel C,"I hate to leave bad reviews because Uber Used to have exceptional service. Unfortunately their customer service is awful, drivers are canceling left and right and they will not make it right for customers. Update 2023 Nothing has changed service is still the same drivers are always late they always give you a driver that's 20 to 15 minutes away it's ridiculous and then if you want to schedule an Uber you have to pay $57 to schedule in advance. Horrible lyft is better",1.0,10-08-2023 14:39,4.484.10000
7b4fc9a6-eba1-456b-9466-0f78700ea675,Damilola Olamiposi,I love the experience well done,5.0,10-08-2023 14:33,4.486.10002
4ab37001-39ea-465c-b219-360ab3108c34,Kidochukwu Anyasi,Good service... Just that the app goes blank acts up sometimes.. like telling you the rider cancelled whereas he didn't.. and switching from Uber cash to cash is impossible... Please fix,4.0,10-08-2023 14:31,4.485.10000
10694799-2b8f-41a6-aa3f-254606edcb3f,Limai Advento,Affordable,5.0,10-08-2023 14:26,4.485.10000
e89d18fc-590b-43d3-bc43-a84e5d3e6f14,Roderick Lamont Bailey JR,Great 👍,5.0,10-08-2023 14:14,4.477.10005
f575e630-824b-40c5-b6b5-9781cca27f6e,Uday Singh,Good,5.0,10-08-2023 14:10,4.486.10002
3e085304-4854-4b06-afaa-0676f38e2be6,RAMBHA DEVI,Very useful app,5.0,10-08-2023 14:08,
b7b6e912-6c1a-452d-87e6-89ca0310c6c0,Diego Bothman,Book a ride,4.0,10-08-2023 14:07,4.485.10000
7bfc5847-9173-4c23-b295-f74e94252839,Narendra Sarkar,Ok,5.0,10-08-2023 14:04,4.486.10002
08db177e-6207-405a-bbcd-785106ea7cd6,Prashant Kumar,Some days main jitna book Kiya. Jab rides complete ho gai toh 20% extra add ho jata paise .80 ka 100 aya jab rides complete ho gai,3.0,10-08-2023 14:03,4.486.10002
e73ff919-1648-4152-a3ea-4c2315e3b895,shridhar bhagat,Okk,5.0,10-08-2023 14:03,4.485.10000
1f5be119-2843-44e5-8b52-c9f3fdf26284,Luutful Kobirr,Mostly Uber drivers don't follow the reporting time and don't attend telephone,5.0,10-08-2023 14:02,4.485.10000
ff350b8f-e7e0-4e88-bb80-f54eac85037d,Dheeraj Vattikonda,Pathetic customer service from uber. The driver demanded extra 40Rs and left. The customer care executive replied me to pay online instead of cash and informed me that they can't do anything. I will never use uber again.,1.0,10-08-2023 14:01,4.483.10000
0246a87e-8185-4999-b81b-dfc3753ec26d,Mauricio Hernandez,So far so good,5.0,10-08-2023 13:54,4.485.10000
85d90d88-222a-444d-81f4-744cd9f5657f,Melvin Watson SR.,VERY EFFICIENT & GOT ME THERE ON TIME👍👍❤️😎,5.0,10-08-2023 13:48,4.485.10000
52c7d955-0e21-491e-bb63-f411afd57cf8,Esakki Muthu m,Nice driver,5.0,10-08-2023 13:48,4.451.10003
7d3dbd76-a3d2-4ff4-8259-35a32ca64828,Erica Glenn,Rates a little high for 1.8 miles,4.0,10-08-2023 13:48,4.480.10003
53091449-ff5d-41ed-a57c-d833fd841243,Jemimah Mwangi,💯,5.0,10-08-2023 13:47,4.485.10000
02de8e25-6bc4-4215-bf82-d518c356a099,Nandkishor Mahajan,No words ....just love it...,5.0,10-08-2023 13:42,
15f9cd8f-f52e-451c-bad1-4b01dd112493,Moumita Maitra (Mou),"Most of the time driver cancell the ride, and used to ask extra money....",2.0,10-08-2023 13:37,4.472.10002
a921f141-ab10-4bfb-9c43-cbc13c80b490,Nelia Amaral,Very pleasant,5.0,10-08-2023 13:37,
aaf702d0-dac9-4cf6-8aa5-7d99bbfb549d,Subhash Darekar,Very good service,5.0,10-08-2023 13:37,4.486.10002
afd506df-8028-470a-8a1e-8c16bea89b05,Ruddy Vega,"Servicio en Costa Rica ha decaido mucho. Los choferes se ponen a escoger los viajes y uno como pasajero lo más que puede hacer es esperar y rezar, muchas veces se asigna el conductor y 2-3 minutos después la app busca a otro conductor y asi sucesivamente. Mencionado lo anterior si quiero hacer un viaje por Uber tengo que por lo menos agregar 15 minutos cuando antes eran 2-5 minutos. Lo mismo que hacian los taxis rojos, ahora ellos lo hacen...",1.0,10-08-2023 13:35,1.41.10000
8422eaf2-2250-4662-a8fc-e13d7c58bbcb,Sathish Sivaraj,Good experience,5.0,10-08-2023 13:28,
af26de73-6be3-411d-8af4-72e71e837e63,William,"Always enjoy it. Keep this up, you're gonna put a lift out of business cause d*** s***",5.0,10-08-2023 13:28,4.485.10000
0240f1c4-28e3-4c13-89b1-79a0c4563e86,Ruhul Amin,Very nice but where is the moto honda ?,5.0,10-08-2023 13:27,
28a0ff33-5912-418f-bd59-b584101cf89e,Loga Siva,Uber auto isn't available more time. Oftenly it is canceled by the app at the last minute. Otherwise this app is good for instant travel,4.0,10-08-2023 13:21,4.485.10000
a599d9f1-e158-42c1-8981-b2c7ba3025c9,RC gamerz,Good service,5.0,10-08-2023 13:18,4.485.10000
45441dcf-1389-4bb6-bc00-3794cbb213e7,Arty Pumarai,Good,4.0,10-08-2023 13:17,
a115ac96-0213-4259-aab0-5514440bd219,Maminul Haque,Better,5.0,10-08-2023 13:17,4.483.10000
5539fe22-6770-44d1-878a-0a2cd402ea25,Mutaz Ahmed,Expensive compaired to competitors,3.0,10-08-2023 13:12,4.486.10002
dbe6fb05-e3a4-4c63-9772-9355983ec6b9,Brian Sheldon,Great way to travel!!,5.0,10-08-2023 13:10,4.485.10000
c3dbe158-a0d3-4e27-a4ed-7c683a8ac76b,John Noble,Good experience. Nice driver,5.0,10-08-2023 13:09,4.485.10000
43554048-bfcf-455e-8be8-db255f7d8ac3,Kimberly Miranda,Loved my driver. Wait time an app was easy to use an install,5.0,10-08-2023 13:05,4.486.10002
2b5cbb4f-8648-4a1d-9f57-24a1460e3063,Mian qaisar1,Kl se try kr raha hu pr id card reject kr dete hain dusri application pe kam kr raha hu pr ap ki application pe reject kr dete hain isi id card se licence bnwaya ha kl agr msla hota to wo licence he na dete,1.0,10-08-2023 13:03,4.484.10000
b67ab67e-77bb-4523-a3ca-f23c76e326e0,Carlos Casares,"Excelente App, excelente servicio",5.0,10-08-2023 13:02,4.485.10000
8723ccdf-b449-4b4b-a8d2-7ccc8ca48713,Lahari Lari,Good,5.0,10-08-2023 13:02,4.480.10003
ee20925b-1bfa-4f0a-9f55-ea0720ef94fc,Tanaka Matinhure,Very professional,5.0,10-08-2023 13:02,4.486.10002
56786d56-b489-45d7-8709-6b16e058a1fc,Sanjaykrishna C,Waste app ..too expensive compared to others,1.0,10-08-2023 13:01,4.485.10000
d4e3f735-91c7-4bb1-b879-5ce5ade328dd,Andile Mvinjelwa,"I hate being forced to rate I arranged transport for another person and did not ride, I am forced to rate 5 otherwise I will be forced to provide an unsubstantiated reason and penalise driver if I rate less than 5. I am in a hurry and cannot do a booking unless I rate. Please WAKE ME UP!!!",1.0,10-08-2023 12:55,4.485.10000
9edde046-bd62-475b-a434-66bdbb22a375,GUNA PRASANTH NEELAPU,Riders ask me to cancel the ride asking money,1.0,10-08-2023 12:54,
60d9f832-d985-4938-a8e9-62960d1388ae,Hadeer Tarek,"Very expensive, no support found, several times they take my money and didn't refund although it was their drivers problems, very unresponsible, drivers keep asking cash or visa??! And if its visa, they don't move to pick up until I cancel at my side and they add more money on me. Please don't install this app, useless...",1.0,10-08-2023 12:53,
c8d50305-03e3-4ba5-9386-e5423042e21f,Faisal Albaroudi,Sometimes the application let you feeling you want to throw the mobile or hit it on the wall!!,3.0,10-08-2023 12:53,4.485.10000
a2b1fb25-9d40-4041-9eb9-ba646cafee50,Gregory Caldarone,Always perfect,5.0,10-08-2023 12:52,4.464.10000
c214a303-e392-4da2-8984-fa849fe21911,Jen Bangs,First time. Excellent service,5.0,10-08-2023 12:51,4.485.10000
da957ebe-c735-4d05-960c-8791f9d53198,ROSHNI KHATOON,Hevis a good driver,5.0,10-08-2023 12:50,
0a03662b-82d4-4f51-8deb-6527726b450d,Luis aguilar,Good,5.0,10-08-2023 12:44,4.485.10000
c80be740-4dc5-447b-b3b8-d45cd1727098,Abhishek Mehra,Ghatiya bakwas app,1.0,10-08-2023 12:43,4.485.10000
a0b4236b-861c-4171-9ab7-9cf850dc367f,Manjula 11183,Awesome auto very clean and neet very good behavior..safety doors also provide 👌👌👌👌,5.0,10-08-2023 12:42,4.485.10000
aa4aeb9a-80c1-4316-ba3e-64b21ab416d8,Rao Ksp,Excellent driver and good vehicle,5.0,10-08-2023 12:35,
464df9be-6e61-4109-bb15-8742820054dc,Amelie et Mathieu Lelarge,Amazing service,5.0,10-08-2023 12:32,4.486.10002
9ecc0502-011b-4ca8-9683-ec2fc7b5332e,jasmeet kaur,Vg,5.0,10-08-2023 12:30,4.480.10003
109ad7d4-e988-45dd-a32a-efa0ee127128,Hania White,Excellent,5.0,10-08-2023 12:28,4.483.10000
59176b7b-a127-424e-96b8-23e938b409a8,Bholanath Ghosh,"Easier and Faster, thanks",5.0,10-08-2023 12:26,4.485.10000
a14e58a6-63da-4ebc-b854-1c572902eb45,Vijaya Dosapati,Good,5.0,10-08-2023 12:24,4.485.10000
77e63106-6dfb-49ea-95f2-c8d97ef60fb2,Beau H,Poor. Used it successfully twice. Over the last two days. It has denied my payment 25 time. It is very slow in coming up and gets locations wrong. Deleting the app. I would not recommend it to anyone.,1.0,10-08-2023 12:22,4.485.10000
844641d8-314a-4e53-a621-7d625aab8af4,Vinoth R,Very helpful,5.0,10-08-2023 12:20,4.485.10000
bd0be122-0ea6-4387-98e4-1f81fa3232f9,Abdulrahman Mohammed,- أسوء تجربة و معاملة شوفتها فى حياتى - كنت راكب أنا و والدتى مع السائق مكملش مشى بينا شارعين و العربية عطلت و نزلنا و كان عايز يأخذ مننا فلوس ا,1.0,10-08-2023 12:18,4.459.10001
b4b5b161-3bee-4e2b-a355-9a9c652591e8,Kai Kevlar,I'm quite frankly in shock by how a situation where - my package was stolen by the driver - I was charged for the trip - the only 'assistance' received from customer support was consecutively the same automated response. has been dealt with as a Company???,1.0,10-08-2023 12:16,4.475.10000
4b393a32-b36d-4a28-9fde-4cc6f02b0f34,keshani adams wallbeoff,"Very convinitent and cheap, ez to use",5.0,10-08-2023 12:08,4.485.10000
10b9b0fc-a168-4c07-9d00-dec7e2f7c518,Luz Villamizar,Very good,5.0,10-08-2023 12:07,4.485.10000
4285b0e9-b792-4c72-b651-312ade511442,devendra dhami,Good driving excellent service,5.0,10-08-2023 12:07,4.485.10000
a5927bfe-9542-4975-95f5-294c40852b54,Adeyemi Timothy,Ryy,1.0,10-08-2023 12:04,4.471.10000
9d09b15a-4a17-4fe7-a9a8-52a8179fe99d,Rajesh Radhakrishnan,Easy to use Good application,5.0,10-08-2023 12:03,4.486.10002
a5ce60a2-0ecb-4ab1-be0b-5e6b5a69f322,Dhannjay Somani,High price,1.0,10-08-2023 12:02,4.485.10000
32d1d786-a57f-44e3-b381-8ef39d35988d,Manoj Kumar,Very good,5.0,10-08-2023 11:59,4.486.10002
f0173266-0fd6-4c06-84f4-961f286f2b90,Kahshjnab Jshsns,"Moto is great, faster than drive.",5.0,10-08-2023 11:52,
8743cafd-8a1c-43eb-95ab-7e2eb2f92858,souvik dutta,Very Nice 💯,5.0,10-08-2023 11:51,4.485.10000
7da65743-803a-4c79-8776-cd4a9dd24d2c,Pooja Sura,Good,5.0,10-08-2023 11:50,
95591447-1686-4bbd-bf56-18bddad220b0,Karthikeyan J,Fast delivery,5.0,10-08-2023 11:49,
ff0ec923-923a-4531-a81d-c7d01a900e16,Sylvia Smith,Great guy all around.,5.0,10-08-2023 11:48,4.485.10000
e3c17cca-5a22-40af-a430-6b4e78070f4c,JB_JAAT_ GAMING,This app isn't install,1.0,10-08-2023 11:44,
53b7ac46-3246-4c4a-8945-a4cd4a8ab0b5,Robert Fava,Great app. It's easy to use.,5.0,10-08-2023 11:44,4.485.10000
